date,Plate.SN,DIV,well,trt,dose,units,meanfiringrate,burst.per.min,mean.isis,per.spikes.in.burst,mean.dur,mean.IBIs,nAE,nABE,ns.n,ns.peak.m,ns.durn.m,ns.percent.of.spikes.in.ns,ns.mean.insis,ns.durn.sd,ns.mean.spikes.in.ns,r,cv.time,cv.network,file.name
20140205,MW1007-26,7,A7,Acetaminophen,30,uM,0.52197245,1.62,0.05777708,58.48246154,0.514384615,54.16946154,13,12,41,11.48780488,0.18459519,12.95874822,23.22875,0.04853288,22.2195122,0.104955024,0.710039673,0.82513534,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,A8,Acetaminophen,0,uM,0.741591982,0.983076923,0.057679989,26.35061538,0.403846154,104.4808333,13,9,18,12,0.157308201,4.355716878,53.46470588,0.037418365,24,0.058976997,0.443353642,1.021076781,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,B1,Bisindolymaleimide 1,0,uM,1.763997997,2.13,0.062158845,46.1693125,1.565125,45.974125,16,16,19,14.68421053,0.228787594,3.232176263,53.91666667,0.037558745,49.10526316,0.088101372,0.262962538,1.167829505,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,B2,Bisindolymaleimide 1,0.03,uM,1.116250655,1.264285714,0.059909034,38.569,0.617071429,64.25392857,14,12,20,12.7,0.193295902,4.724556489,47.28421053,0.104813155,37.95,0.082276457,0.407687157,1.138564191,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,B3,Bisindolymaleimide 1,0.1,uM,1.424984788,2.44,0.056343062,59.23506667,1.1996,51.46426667,15,13,22,13.90909091,0.269226872,4.713189624,44.78095238,0.06948863,46.90909091,0.115666298,0.424104181,1.175678465,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,B4,Bisindolymaleimide 1,0.3,uM,0.75476414,1.024,0.064051181,54.60713333,0.820733333,61.62571429,15,13,14,13.28571429,0.194917092,6.043861164,74.91538462,0.050857873,50,0.108445965,0.666589715,1.14049346,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,B5,Bisindolymaleimide 1,1,uM,1.203340974,1.152857143,0.071891363,19.47292857,0.582714286,128.2626667,14,5,6,12.16666667,0.21703869,0.792594735,166.82,0.042469284,22.83333333,0.0167976,0.371508848,0.900201752,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,B8,Bisindolymaleimide 1,0,uM,2.182635643,3.3,0.076483982,34.52785714,0.840285714,51.41485714,7,6,9,11,0.156643519,1.218439894,111.6375,0.029696065,21.55555556,0.043495282,0.555089264,1.762119233,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,C1,Domoic Acid,0,uM,1.028150344,1.735384615,0.060614507,39.28053846,0.547307692,55.22375,13,12,18,12.38888889,0.197749669,4.314407947,57.18823529,0.05506494,33.05555556,0.07637824,0.710106572,0.861982247,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,C2,Domoic Acid,3.00E-04,uM,2.413412766,3.0825,0.061203617,39.4314375,1.088375,36.0566875,16,16,18,14.94444444,0.268624038,3.00053174,54.05,0.058797072,65.83333333,0.070907211,0.218627654,0.623625062,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,C3,Domoic Acid,0.001,uM,0.914692788,1.131428571,0.046269229,35.26214286,0.377357143,55.42523077,14,12,16,12.4375,0.221263641,4.444782708,62.47333333,0.091203318,36.5,0.06964434,0.462956626,0.979308442,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,C4,Domoic Acid,0.003,uM,1.983344885,2.229230769,0.066714001,36.39861538,1.405461538,71.38130769,13,11,11,15.54545455,0.173769759,2.896312757,91.785,0.061734537,69.90909091,0.089929497,0.442137558,1.436720369,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,C5,Domoic Acid,0.01,uM,0.858655022,2.58375,0.042004067,68.48675,0.3911875,47.06425,16,15,21,15.42857143,0.182903393,10.31243328,48.9875,0.03922999,69,0.24789601,0.382617992,1.042321537,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,C6,Domoic Acid,0.03,uM,1.279326753,2.571428571,0.052650608,39.56578571,0.542642857,55.89807692,14,12,22,14.13636364,0.183737374,4.878710588,46.78095238,0.045509089,40.86363636,0.088206371,0.441667725,0.811496695,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,C7,Domoic Acid,0.1,uM,0.815857731,1.545,0.046687513,44.74925,0.35125,60.14745455,12,10,20,12.2,0.179967293,5.751994484,51.92105263,0.032120813,29.2,0.087729586,0.670132321,1.316481326,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,C8,Domoic Acid,0,uM,0.789958779,1.568571429,0.060399415,45.17478571,0.603214286,41.88225,14,12,25,12.68,0.203687302,6.632115249,40.075,0.061435779,30.2,0.100108366,0.3906471,1.239086949,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,D1,Loperamide,0,uM,0.886174841,1.415,0.055556796,32.98741667,0.547583333,78.792,12,9,15,14.26666667,0.170023449,4.403139944,66.51785714,0.030612535,32.53333333,0.09568567,0.521463867,0.968888741,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,D2,Loperamide,0.1,uM,0.865246159,1.684285714,0.044258081,58.93671429,0.563857143,51.88171429,14,13,28,13.14285714,0.20799674,10.63026897,36.41481481,0.04980188,47.28571429,0.147951329,0.459486499,0.956918436,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,D3,Loperamide,0.3,uM,0.328666432,1.29,0.04975372,43.93107143,0.287357143,71.99838462,14,10,20,11.3,0.232873106,5.376344086,51.98684211,0.05157744,13,0.081795961,0.56391804,0.547077758,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,D4,Loperamide,1,uM,0.102990529,0.3,0.0233829,30.14833333,0.127,143.995,3,1,5,7.6,0.082130952,10.19677996,223.4625,0.018224418,11.4,0.08491746,1.272595716,1.051733784,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,D8,Loperamide,0,uM,1.189555658,1.952307692,0.086499566,37.72215385,0.714923077,63.683,13,10,15,10.66666667,0.190027778,1.804804427,65.57142857,0.043250684,19.13333333,0.027326347,0.509837205,1.155823989,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,E1,Mevastatin,0,uM,1.492645655,3.376,0.068263872,57.06153333,0.8974,44.80286667,15,14,22,13.22727273,0.262885552,3.04061423,44.54761905,0.079912105,31.68181818,0.084985271,0.457270575,1.16245618,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,E2,Mevastatin,0.1,uM,2.721883253,2.856,0.04922723,63.4754,3.283666667,40.64486667,15,15,15,15.73333333,0.450260582,3.592270162,67.30357143,0.021619768,100.1333333,0.165295911,0.399468208,1.03179948,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,E3,Mevastatin,0.3,uM,2.803819389,3.772,0.080093563,62.91026667,3.058733333,32.794,15,14,17,14.29411765,0.486102941,0.874811463,59.3125,0.063269215,22.17647059,0.059428297,0.280751106,1.35808929,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,E4,Mevastatin,1,uM,0.294305216,0.06,0.112670588,2.254666667,0.425666667,143.571,3,0,0,NA,NA,NA,NA,NA,NA,-0.000211703,1.447941938,1.750584056,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,E5,Mevastatin,3,uM,0.673349474,0.52,0.163031233,3.467666667,0.294,32.029,3,1,0,NA,NA,NA,NA,NA,NA,-0.000814849,1.051096117,2.266067101,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,E6,Mevastatin,10,uM,0.145685971,0,NA,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.802293478,3.708915968,4.216267407,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,E8,Mevastatin,0,uM,1.062089835,1.74375,0.065734784,48.8019375,0.937125,57.367,16,13,24,13.79166667,0.205158768,5.477560414,42.02173913,0.05542933,39.66666667,0.094384196,0.459064802,1.153874764,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,F1,Sodium Orthovanadate,0,uM,1.847264583,3.141428571,0.101492757,15.9275,0.635,78.804875,14,7,4,10,0.119809253,0.256884893,191.7666667,0.036825235,17,0.005459428,0.63265375,1.262530699,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,F2,Sodium Orthovanadate,0.03,uM,1.550968931,2.205,0.079766804,37.56991667,0.876666667,26.11677778,12,9,25,11.2,0.227455952,3.819498723,40.1625,0.071362681,29.32,0.057029814,0.37857361,1.135789881,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,F3,Sodium Orthovanadate,0.1,uM,1.599161128,2.584615385,0.068770516,51.84423077,1.140153846,50.02146154,13,11,28,12.21428571,0.238287273,4.381648625,35.3462963,0.087512531,33.39285714,0.079265135,0.608008492,1.040584159,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,F4,Sodium Orthovanadate,0.3,uM,1.438477851,2.848,0.061322658,45.46666667,0.715933333,41.02726667,15,13,35,11.94285714,0.238183957,4.170058797,29.64411765,0.047603258,26.34285714,0.064541863,0.402427733,1.085730025,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,F5,Sodium Orthovanadate,1,uM,2.592176645,4.534285714,0.070216958,47.60307143,1.341714286,27.47964286,14,14,34,12.11764706,0.291077803,2.583750067,29.68787879,0.098265626,28.26470588,0.048627499,0.278096888,1.170857556,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,F6,Sodium Orthovanadate,3,uM,3.632460568,5.263636364,0.078948029,46.99927273,93.61090909,18.9874,11,9,15,6.866666667,0.35175,0.475586557,66.975,0.079888191,13,0.007836502,0.364754952,1.571529455,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,F7,Sodium Orthovanadate,10,uM,1.502395301,4.611428571,0.135065769,16.11271429,0.336571429,28.428,7,2,0,NA,NA,NA,NA,NA,NA,0.000346136,1.138994419,1.656050459,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,7,F8,Sodium Orthovanadate,0,uM,2.646880311,3.158181818,0.101145674,34.63790909,2.207545455,39.60714286,11,6,5,8.2,0.209178571,0.301043618,178.0125,0.065872131,18,0.005439293,0.775068233,1.673293061,ON_20140205_MW1007-26_DIV07_001.h5
20140205,MW1007-26,9,A1,Acetaminophen,0,uM,1.034706061,1.6575,0.038949855,82.7156875,1.2306875,48.549375,16,16,22,15.59090909,0.30111931,11.65901263,42.39047619,0.160394134,92.31818182,0.316924683,0.81019659,1.734867753,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,A2,Acetaminophen,0.1,uM,1.496106559,2.36625,0.027562711,80.034625,0.7735,28.63075,16,16,56,14.69642857,0.185997758,12.63299984,17.16181818,0.10862431,56.82142857,0.381949616,0.557040914,1.957899031,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,A3,Acetaminophen,0.3,uM,1.351057638,2.46375,0.023802761,72.9666875,0.496,30.817625,16,16,126,9.912698413,0.142283891,17.43603271,8.2664,0.118937352,31.47619048,0.307576446,0.594778607,1.141728969,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,A4,Acetaminophen,1,uM,1.086619557,2.2125,0.026254986,71.0718125,0.5159375,45.9169375,16,16,50,11.64,0.195558947,10.78495682,21.15204082,0.120930608,39.46,0.295350494,0.493504042,1.728615361,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,A5,Acetaminophen,3,uM,1.204678211,2.068,0.025514633,80.88153333,0.672866667,32.0676,15,15,41,14.04878049,0.242548356,16.70871439,25.285,0.202407734,77.53658537,0.319504886,0.745319912,0.684205204,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,A6,Acetaminophen,10,uM,1.32189342,2.0325,0.026645367,78.870625,0.7145625,31.6429375,16,16,108,11.02777778,0.141747285,18.93956414,9.469626168,0.13373128,39.02777778,0.372360173,0.5868923,1.276888186,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,A7,Acetaminophen,30,uM,0.783870028,1.83375,0.031289526,75.5806875,0.5488125,36.25313333,16,15,51,13.41176471,0.17622647,19.38319315,19.749,0.075163918,50.15686275,0.322938517,0.575821579,1.148319008,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,A8,Acetaminophen,0,uM,1.100399798,1.8375,0.030483064,71.058875,0.641375,38.3913125,16,16,48,13.58333333,0.194283647,17.8883731,21.07234043,0.093046259,69.04166667,0.303835042,0.479634172,0.629147886,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,B1,Bisindolymaleimide 1,0,uM,1.579857164,2.81625,0.030501148,77.986,0.7795,24.1514375,16,16,63,13.76190476,0.217650389,11.85803444,15.8233871,0.217075482,50.06349206,0.318718436,0.716569183,1.019072086,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,B2,Bisindolymaleimide 1,0.03,uM,1.083471484,2.2875,0.025206698,84.734,0.5500625,26.685375,16,16,49,15.20408163,0.174985637,18.217203,20.88854167,0.085046285,67.81632653,0.395723113,0.624997287,0.951859177,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,B3,Bisindolymaleimide 1,0.1,uM,1.47068439,2.85,0.026815165,71.95275,0.5039375,23.751875,16,16,98,13.18367347,0.143353277,19.83844911,10.67268041,0.121488069,50.12244898,0.334920246,0.632408891,2.400127127,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,B4,Bisindolymaleimide 1,0.3,uM,1.384676676,2.6775,0.026504494,76.7954375,0.5405625,42.9014375,16,15,80,14.575,0.184999885,23.35277968,12.75696203,0.151722345,68.05,0.378255995,0.615583111,0.489725632,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,B5,Bisindolymaleimide 1,1,uM,1.352898964,2.29875,0.039031435,76.528,1.0401875,29.1569375,16,16,73,14.34246575,0.173032932,16.65276375,13.82152778,0.143828572,51.95890411,0.289674669,0.802343368,0.773056547,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,B6,Bisindolymaleimide 1,3,uM,0.498834181,0.746666667,0.053251595,47.62955556,0.488666667,82.15555556,9,8,14,12.71428571,0.192271825,8.795749705,68.36538462,0.044930954,31.92857143,0.124368574,0.735299281,1.718490566,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,B8,Bisindolymaleimide 1,0,uM,0.930150459,2.26,0.02986012,64.3706,0.343866667,48.17533333,15,14,61,10.73770492,0.172220383,14.17809149,16.16416667,0.080014364,34.24590164,0.21680345,0.582432584,0.92071018,ON_20140205_MW1007-26_DIV09_001.h5
20140205,MW1007-26,9,C1,Domoic Acid,0,uM,1.054366664,2.24625,0.035071637,69.3159375,0.5794375,40.130875,16,15,79,14.29113924,0.169778808,22.82688299,13.24679487,0.107546327,51.29113924,0.309975318,0.630243173,1.303744568,ON_20140205_MW1007-26_DIV09_001.h5
